language,number,constructions
artificial_language_g1_11_m2_m5_m6_m10_m12,97,(96 + 1)
artificial_language_g1_11_m2_m5_m6_m10_m12,98,(96 + 2)
artificial_language_g1_11_m2_m5_m6_m10_m12,99,(96 + 3)
artificial_language_g0_244_m1_m8_m9_m16,1,1
artificial_language_g0_244_m1_m8_m9_m16,2,2
artificial_language_g0_244_m1_m8_m9_m16,3,3
artificial_language_g0_244_m1_m8_m9_m16,4,4
artificial_language_g0_244_m1_m8_m9_m16,5,5
artificial_language_g0_244_m1_m8_m9_m16,6,6
artificial_language_g0_244_m1_m8_m9_m16,7,7
artificial_language_g0_244_m1_m8_m9_m16,8,8
artificial_language_g0_244_m1_m8_m9_m16,9,9
artificial_language_g0_244_m1_m8_m9_m16,10,10
artificial_language_g0_244_m1_m8_m9_m16,11,11
artificial_language_g0_244_m1_m8_m9_m16,12,12
artificial_language_g0_244_m1_m8_m9_m16,13,13
artificial_language_g0_244_m1_m8_m9_m16,14,14
artificial_language_g0_244_m1_m8_m9_m16,15,15
artificial_language_g0_244_m1_m8_m9_m16,16,16
artificial_language_g0_244_m1_m8_m9_m16,17,17
artificial_language_g0_244_m1_m8_m9_m16,18,18
artificial_language_g0_244_m1_m8_m9_m16,19,19
artificial_language_g0_244_m1_m8_m9_m16,20,20
artificial_language_g0_244_m1_m8_m9_m16,21,21
artificial_language_g0_244_m1_m8_m9_m16,22,22
artificial_language_g0_244_m1_m8_m9_m16,23,23
artificial_language_g0_244_m1_m8_m9_m16,24,24
artificial_language_g0_244_m1_m8_m9_m16,25,25
artificial_language_g0_244_m1_m8_m9_m16,26,26
artificial_language_g0_244_m1_m8_m9_m16,27,27
artificial_language_g0_244_m1_m8_m9_m16,28,28
artificial_language_g0_244_m1_m8_m9_m16,29,29
artificial_language_g0_244_m1_m8_m9_m16,30,30
artificial_language_g0_244_m1_m8_m9_m16,31,31
artificial_language_g0_244_m1_m8_m9_m16,32,32
artificial_language_g0_244_m1_m8_m9_m16,33,33
artificial_language_g0_244_m1_m8_m9_m16,34,34
artificial_language_g0_244_m1_m8_m9_m16,35,35
artificial_language_g0_244_m1_m8_m9_m16,36,36
artificial_language_g0_244_m1_m8_m9_m16,37,37
artificial_language_g0_244_m1_m8_m9_m16,38,38
artificial_language_g0_244_m1_m8_m9_m16,39,39
artificial_language_g0_244_m1_m8_m9_m16,40,40
artificial_language_g0_244_m1_m8_m9_m16,41,41
artificial_language_g0_244_m1_m8_m9_m16,42,42
artificial_language_g0_244_m1_m8_m9_m16,43,43
artificial_language_g0_244_m1_m8_m9_m16,44,44
artificial_language_g0_244_m1_m8_m9_m16,45,45
artificial_language_g0_244_m1_m8_m9_m16,46,46
artificial_language_g0_244_m1_m8_m9_m16,47,(45 + 2)
artificial_language_g0_244_m1_m8_m9_m16,48,(45 + 3)
artificial_language_g0_244_m1_m8_m9_m16,49,(45 + 4)
artificial_language_g0_244_m1_m8_m9_m16,50,(45 + 5)
artificial_language_g0_244_m1_m8_m9_m16,51,(45 + 6)
artificial_language_g0_244_m1_m8_m9_m16,52,(45 + 7)
artificial_language_g0_244_m1_m8_m9_m16,53,(45 + 8)
artificial_language_g0_244_m1_m8_m9_m16,54,(45 + 9)
artificial_language_g0_244_m1_m8_m9_m16,55,(45 + 10)
artificial_language_g0_244_m1_m8_m9_m16,56,(45 + 11)
artificial_language_g0_244_m1_m8_m9_m16,57,(45 + 12)
artificial_language_g0_244_m1_m8_m9_m16,58,(45 + 13)
artificial_language_g0_244_m1_m8_m9_m16,59,(45 + 14)
artificial_language_g0_244_m1_m8_m9_m16,60,(45 + 15)
artificial_language_g0_244_m1_m8_m9_m16,61,(45 + 16)
artificial_language_g0_244_m1_m8_m9_m16,62,(45 + 17)
artificial_language_g0_244_m1_m8_m9_m16,63,(45 + 18)
artificial_language_g0_244_m1_m8_m9_m16,64,(45 + 19)
artificial_language_g0_244_m1_m8_m9_m16,65,(45 + 20)
artificial_language_g0_244_m1_m8_m9_m16,66,(45 + 21)
artificial_language_g0_244_m1_m8_m9_m16,67,(45 + 22)
artificial_language_g0_244_m1_m8_m9_m16,68,(45 + 23)
artificial_language_g0_244_m1_m8_m9_m16,69,(45 + 24)
artificial_language_g0_244_m1_m8_m9_m16,70,(45 + 25)
artificial_language_g0_244_m1_m8_m9_m16,71,(45 + 26)
artificial_language_g0_244_m1_m8_m9_m16,72,(45 + 27)
artificial_language_g0_244_m1_m8_m9_m16,73,(45 + 28)
artificial_language_g0_244_m1_m8_m9_m16,74,(45 + 29)
artificial_language_g0_244_m1_m8_m9_m16,75,(45 + 30)
artificial_language_g0_244_m1_m8_m9_m16,76,(45 + 31)
artificial_language_g0_244_m1_m8_m9_m16,77,(45 + 32)
artificial_language_g0_244_m1_m8_m9_m16,78,(45 + 33)
artificial_language_g0_244_m1_m8_m9_m16,79,(45 + 34)
artificial_language_g0_244_m1_m8_m9_m16,80,(45 + 35)
artificial_language_g0_244_m1_m8_m9_m16,81,(45 + 36)
artificial_language_g0_244_m1_m8_m9_m16,82,(45 + 37)
artificial_language_g0_244_m1_m8_m9_m16,83,(45 + 38)
artificial_language_g0_244_m1_m8_m9_m16,84,(45 + 39)
artificial_language_g0_244_m1_m8_m9_m16,85,(45 + 40)
artificial_language_g0_244_m1_m8_m9_m16,86,(45 + 41)
artificial_language_g0_244_m1_m8_m9_m16,87,(45 + 42)
artificial_language_g0_244_m1_m8_m9_m16,88,(45 + 43)
artificial_language_g0_244_m1_m8_m9_m16,89,(90 - 1)
artificial_language_g0_244_m1_m8_m9_m16,90,90
artificial_language_g0_244_m1_m8_m9_m16,91,(90 + 1)
artificial_language_g0_244_m1_m8_m9_m16,92,(90 + 2)
artificial_language_g0_244_m1_m8_m9_m16,93,(90 + 3)
artificial_language_g0_244_m1_m8_m9_m16,94,(90 + 4)
artificial_language_g0_244_m1_m8_m9_m16,95,(90 + 5)
artificial_language_g0_244_m1_m8_m9_m16,96,(90 + 6)
artificial_language_g0_244_m1_m8_m9_m16,97,(90 + 7)
artificial_language_g0_244_m1_m8_m9_m16,98,(90 + 8)
artificial_language_g0_244_m1_m8_m9_m16,99,(90 + 9)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,1,1
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,2,2
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,3,3
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,4,4
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,5,5
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,6,6
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,7,7
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,8,8
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,9,9
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,10,10
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,11,11
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,12,12
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,13,13
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,14,14
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,15,15
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,16,16
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,17,17
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,18,18
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,19,19
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,20,20
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,21,21
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,22,22
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,23,23
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,24,24
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,25,25
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,26,26
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,27,27
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,28,28
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,29,29
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,30,30
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,31,31
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,32,32
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,33,33
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,34,34
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,35,35
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,36,36
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,37,37
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,38,38
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,39,39
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,40,40
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,41,41
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,42,42
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,43,43
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,44,44
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,45,45
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,46,46
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,47,47
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,48,(47 + 1)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,49,(47 + 2)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,50,(47 + 3)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,51,(47 + 4)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,52,(47 + 5)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,53,(47 + 6)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,54,(47 + 7)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,55,(47 + 8)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,56,(47 + 9)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,57,(47 + 10)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,58,(47 + 11)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,59,(47 + 12)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,60,(47 + 13)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,61,(47 + 14)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,62,(47 + 15)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,63,(47 + 16)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,64,(94 - 30)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,65,(94 - 29)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,66,(94 - 28)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,67,(94 - 27)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,68,(94 - 26)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,69,(94 - 25)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,70,(94 - 24)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,71,(94 - 23)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,72,(94 - 22)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,73,(94 - 21)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,74,(94 - 20)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,75,(94 - 19)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,76,(94 - 18)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,77,(94 - 17)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,78,(94 - 16)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,79,(94 - 15)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,80,(94 - 14)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,81,(94 - 13)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,82,(94 - 12)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,83,(94 - 11)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,84,(94 - 10)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,85,(94 - 9)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,86,(94 - 8)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,87,(94 - 7)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,88,(94 - 6)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,89,(94 - 5)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,90,(94 - 4)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,91,(94 - 3)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,92,(94 - 2)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,93,(94 - 1)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,94,94
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,95,(94 + 1)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,96,(94 + 2)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,97,(94 + 3)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,98,(94 + 4)
artificial_language_g1_11_m2_m5_m6_m10_m12_m17,99,(94 + 5)
artificial_language_g24_43,1,1
artificial_language_g24_43,2,2
artificial_language_g24_43,3,3
artificial_language_g24_43,4,4
artificial_language_g24_43,5,5
artificial_language_g24_43,6,6
artificial_language_g24_43,7,7
artificial_language_g24_43,8,8
artificial_language_g24_43,9,9
artificial_language_g24_43,10,10
artificial_language_g24_43,11,11
artificial_language_g24_43,12,12
artificial_language_g24_43,13,13
artificial_language_g24_43,14,14
artificial_language_g24_43,15,15
artificial_language_g24_43,16,16
artificial_language_g24_43,17,17
artificial_language_g24_43,18,18
artificial_language_g24_43,19,19
artificial_language_g24_43,20,20
artificial_language_g24_43,21,21
artificial_language_g24_43,22,22
artificial_language_g24_43,23,23
artificial_language_g24_43,24,24
artificial_language_g24_43,25,25
artificial_language_g24_43,26,26
artificial_language_g24_43,27,27
artificial_language_g24_43,28,28
artificial_language_g24_43,29,29
artificial_language_g24_43,30,30
artificial_language_g24_43,31,31
artificial_language_g24_43,32,32
artificial_language_g24_43,33,33
artificial_language_g24_43,34,34
artificial_language_g24_43,35,35
artificial_language_g24_43,36,36
artificial_language_g24_43,37,37
artificial_language_g24_43,38,38
artificial_language_g24_43,39,39
artificial_language_g24_43,40,40
artificial_language_g24_43,41,41
artificial_language_g24_43,42,42
artificial_language_g24_43,43,43
artificial_language_g24_43,44,44
artificial_language_g24_43,45,45
artificial_language_g24_43,46,46
artificial_language_g24_43,47,47
artificial_language_g24_43,48,48
artificial_language_g24_43,49,49
artificial_language_g24_43,50,50
artificial_language_g24_43,51,51
artificial_language_g24_43,52,52
artificial_language_g24_43,53,53
artificial_language_g24_43,54,54
artificial_language_g24_43,55,55
artificial_language_g24_43,56,56
artificial_language_g24_43,57,57
artificial_language_g24_43,58,58
artificial_language_g24_43,59,59
artificial_language_g24_43,60,60
artificial_language_g24_43,61,61
artificial_language_g24_43,62,62
artificial_language_g24_43,63,63
artificial_language_g24_43,64,64
artificial_language_g24_43,65,65
artificial_language_g24_43,66,66
artificial_language_g24_43,67,67
artificial_language_g24_43,68,68
artificial_language_g24_43,69,69
artificial_language_g24_43,70,70
artificial_language_g24_43,71,71
artificial_language_g24_43,72,72
artificial_language_g24_43,73,73
artificial_language_g24_43,74,74
artificial_language_g24_43,75,75
artificial_language_g24_43,76,76
artificial_language_g24_43,77,77
artificial_language_g24_43,78,78
artificial_language_g24_43,79,79
artificial_language_g24_43,80,80
artificial_language_g24_43,81,81
artificial_language_g24_43,82,82
artificial_language_g24_43,83,83
artificial_language_g24_43,84,84
artificial_language_g24_43,85,85
artificial_language_g24_43,86,86
artificial_language_g24_43,87,87
artificial_language_g24_43,88,88
artificial_language_g24_43,89,89
artificial_language_g24_43,90,90
artificial_language_g24_43,91,91
artificial_language_g24_43,92,92
artificial_language_g24_43,93,93
artificial_language_g24_43,94,94
artificial_language_g24_43,95,95
artificial_language_g24_43,96,96
artificial_language_g24_43,97,97
artificial_language_g24_43,98,98
artificial_language_g24_43,99,(98 + 1)
artificial_language_g0_244_m1_m4_m7_m10_m25,1,1
artificial_language_g0_244_m1_m4_m7_m10_m25,2,2
artificial_language_g0_244_m1_m4_m7_m10_m25,3,3
artificial_language_g0_244_m1_m4_m7_m10_m25,4,4
artificial_language_g0_244_m1_m4_m7_m10_m25,5,5
artificial_language_g0_244_m1_m4_m7_m10_m25,6,6
artificial_language_g0_244_m1_m4_m7_m10_m25,7,7
artificial_language_g0_244_m1_m4_m7_m10_m25,8,8
artificial_language_g0_244_m1_m4_m7_m10_m25,9,9
artificial_language_g0_244_m1_m4_m7_m10_m25,10,10
artificial_language_g0_244_m1_m4_m7_m10_m25,11,11
artificial_language_g0_244_m1_m4_m7_m10_m25,12,12
artificial_language_g0_244_m1_m4_m7_m10_m25,13,13
artificial_language_g0_244_m1_m4_m7_m10_m25,14,14
artificial_language_g0_244_m1_m4_m7_m10_m25,15,15
artificial_language_g0_244_m1_m4_m7_m10_m25,16,16
artificial_language_g0_244_m1_m4_m7_m10_m25,17,17
artificial_language_g0_244_m1_m4_m7_m10_m25,18,18
artificial_language_g0_244_m1_m4_m7_m10_m25,19,19
artificial_language_g0_244_m1_m4_m7_m10_m25,20,20
artificial_language_g0_244_m1_m4_m7_m10_m25,21,21
artificial_language_g0_244_m1_m4_m7_m10_m25,22,22
artificial_language_g0_244_m1_m4_m7_m10_m25,23,23
artificial_language_g0_244_m1_m4_m7_m10_m25,24,24
artificial_language_g0_244_m1_m4_m7_m10_m25,25,25
artificial_language_g0_244_m1_m4_m7_m10_m25,26,26
artificial_language_g0_244_m1_m4_m7_m10_m25,27,27
artificial_language_g0_244_m1_m4_m7_m10_m25,28,28
artificial_language_g0_244_m1_m4_m7_m10_m25,29,29
artificial_language_g0_244_m1_m4_m7_m10_m25,30,30
artificial_language_g0_244_m1_m4_m7_m10_m25,31,31
artificial_language_g0_244_m1_m4_m7_m10_m25,32,32
artificial_language_g0_244_m1_m4_m7_m10_m25,33,33
artificial_language_g0_244_m1_m4_m7_m10_m25,34,34
artificial_language_g0_244_m1_m4_m7_m10_m25,35,35
artificial_language_g0_244_m1_m4_m7_m10_m25,36,36
artificial_language_g0_244_m1_m4_m7_m10_m25,37,37
artificial_language_g0_244_m1_m4_m7_m10_m25,38,38
artificial_language_g0_244_m1_m4_m7_m10_m25,39,39
artificial_language_g0_244_m1_m4_m7_m10_m25,40,40
artificial_language_g0_244_m1_m4_m7_m10_m25,41,41
artificial_language_g0_244_m1_m4_m7_m10_m25,42,(41 + 1)
artificial_language_g0_244_m1_m4_m7_m10_m25,43,(41 + 2)
artificial_language_g0_244_m1_m4_m7_m10_m25,44,(41 + 3)
artificial_language_g0_244_m1_m4_m7_m10_m25,45,(41 + 4)
artificial_language_g0_244_m1_m4_m7_m10_m25,46,(41 + 5)
artificial_language_g0_244_m1_m4_m7_m10_m25,47,(41 + 6)
artificial_language_g0_244_m1_m4_m7_m10_m25,48,(41 + 7)
artificial_language_g0_244_m1_m4_m7_m10_m25,49,(41 + 8)
artificial_language_g0_244_m1_m4_m7_m10_m25,50,(41 + 9)
artificial_language_g0_244_m1_m4_m7_m10_m25,51,(41 + 10)
artificial_language_g0_244_m1_m4_m7_m10_m25,52,(41 + 11)
artificial_language_g0_244_m1_m4_m7_m10_m25,53,(41 + 12)
artificial_language_g0_244_m1_m4_m7_m10_m25,54,(41 + 13)
artificial_language_g0_244_m1_m4_m7_m10_m25,55,(41 + 14)
artificial_language_g0_244_m1_m4_m7_m10_m25,56,(41 + 15)
artificial_language_g0_244_m1_m4_m7_m10_m25,57,(41 + 16)
artificial_language_g0_244_m1_m4_m7_m10_m25,58,(41 + 17)
artificial_language_g0_244_m1_m4_m7_m10_m25,59,(41 + 18)
artificial_language_g0_244_m1_m4_m7_m10_m25,60,(41 + 19)
artificial_language_g0_244_m1_m4_m7_m10_m25,61,(41 + 20)
artificial_language_g0_244_m1_m4_m7_m10_m25,62,(41 + 21)
artificial_language_g0_244_m1_m4_m7_m10_m25,63,(41 + 22)
artificial_language_g0_244_m1_m4_m7_m10_m25,64,(41 + 23)
artificial_language_g0_244_m1_m4_m7_m10_m25,65,(41 + 24)
artificial_language_g0_244_m1_m4_m7_m10_m25,66,(41 + 25)
artificial_language_g0_244_m1_m4_m7_m10_m25,67,(41 + 26)
artificial_language_g0_244_m1_m4_m7_m10_m25,68,(41 + 27)
artificial_language_g0_244_m1_m4_m7_m10_m25,69,(41 + 28)
artificial_language_g0_244_m1_m4_m7_m10_m25,70,(41 + 29)
artificial_language_g0_244_m1_m4_m7_m10_m25,71,(41 + 30)
artificial_language_g0_244_m1_m4_m7_m10_m25,72,(41 + 31)
artificial_language_g0_244_m1_m4_m7_m10_m25,73,(41 + 32)
artificial_language_g0_244_m1_m4_m7_m10_m25,74,(41 + 33)
artificial_language_g0_244_m1_m4_m7_m10_m25,75,(41 + 34)
artificial_language_g0_244_m1_m4_m7_m10_m25,76,(41 + 35)
artificial_language_g0_244_m1_m4_m7_m10_m25,77,(41 + 36)
artificial_language_g0_244_m1_m4_m7_m10_m25,78,(41 + 37)
artificial_language_g0_244_m1_m4_m7_m10_m25,79,(41 + 38)
artificial_language_g0_244_m1_m4_m7_m10_m25,80,(41 + 39)
artificial_language_g0_244_m1_m4_m7_m10_m25,81,(41 + 40)
artificial_language_g0_244_m1_m4_m7_m10_m25,82,82
artificial_language_g0_244_m1_m4_m7_m10_m25,83,(82 + 1)
artificial_language_g0_244_m1_m4_m7_m10_m25,84,(82 + 2)
artificial_language_g0_244_m1_m4_m7_m10_m25,85,(82 + 3)
artificial_language_g0_244_m1_m4_m7_m10_m25,86,(82 + 4)
artificial_language_g0_244_m1_m4_m7_m10_m25,87,(82 + 5)
artificial_language_g0_244_m1_m4_m7_m10_m25,88,(82 + 6)
artificial_language_g0_244_m1_m4_m7_m10_m25,89,(82 + 7)
artificial_language_g0_244_m1_m4_m7_m10_m25,90,(82 + 8)
artificial_language_g0_244_m1_m4_m7_m10_m25,91,(82 + 9)
artificial_language_g0_244_m1_m4_m7_m10_m25,92,(82 + 10)
artificial_language_g0_244_m1_m4_m7_m10_m25,93,(82 + 11)
artificial_language_g0_244_m1_m4_m7_m10_m25,94,(82 + 12)
artificial_language_g0_244_m1_m4_m7_m10_m25,95,(82 + 13)
artificial_language_g0_244_m1_m4_m7_m10_m25,96,(82 + 14)
artificial_language_g0_244_m1_m4_m7_m10_m25,97,(82 + 15)
artificial_language_g0_244_m1_m4_m7_m10_m25,98,(82 + 16)
artificial_language_g0_244_m1_m4_m7_m10_m25,99,(82 + 17)
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,1,1
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,2,2
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,3,3
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,4,4
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,5,5
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,6,6
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,7,7
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,8,8
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,9,9
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,10,10
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,11,11
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,12,12
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,13,13
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,14,14
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,15,15
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,16,16
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,17,17
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,18,18
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,19,19
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,20,20
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,21,21
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,22,22
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,23,23
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,24,24
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,25,25
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,26,26
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,27,27
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,28,28
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,29,29
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,30,30
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,31,31
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,32,32
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,33,33
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,34,34
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,35,35
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,36,36
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,37,37
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,38,38
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,39,39
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,40,40
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,41,41
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,42,42
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,43,43
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,44,44
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,45,45
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,46,46
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,47,47
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,48,48
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,49,49
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,50,(48 + 2)
artificial_language_g1_11_m2_m5_m6_m10_m12_m29,51,(48 + 3)
